70 1 70 70 478 
70 2 139 141 399 
70 3 207 185 476 
70 4 274 215 481 
70 5 340 236 472 
70 6 405 269 476 
70 7 469 277 487 
70 8 532 297 493 
70 9 594 328 460 
70 10 655 323 504 
70 11 715 352 504 
70 12 774 354 505 
70 13 832 356 525 
70 14 889 373 522 
70 15 945 371 528 
70 16 1000 395 537 
70 17 1054 410 535 
70 18 1107 424 550 
70 19 1159 439 555 
70 20 1210 453 556 
70 21 1260 435 563 
70 22 1309 457 570 
70 23 1357 469 579 
70 24 1404 477 571 
70 25 1450 489 585 
70 26 1495 496 594 
70 27 1539 501 604 
70 28 1582 513 609 
70 29 1624 518 606 
70 30 1665 532 622 
70 31 1705 535 627 
70 32 1744 540 624 
70 33 1782 555 640 
70 34 1819 563 647 
70 35 1855 571 653 
70 36 1890 578 656 
70 37 1924 591 665 
70 38 1957 592 666 
70 39 1989 601 671 
70 40 2020 609 681 
70 41 2050 615 688 
70 42 2079 635 694 
70 43 2107 633 693 
70 44 2134 648 710 
70 45 2160 648 715 
70 46 2185 649 714 
70 47 2209 664 728 
70 48 2232 684 740 
70 49 2254 688 744 
70 50 2275 696 750 
70 51 2295 699 754 
70 52 2314 702 761 
70 53 2332 709 766 
70 54 2349 724 778 
70 55 2365 728 782 
70 56 2380 737 789 
70 57 2394 753 805 
70 58 2407 749 801 
70 59 2419 760 811 
70 60 2430 771 821 
70 61 2440 776 828 
70 62 2449 779 831 
70 63 2457 791 842 
70 64 2464 797 847 
70 65 2470 805 855 
70 66 2475 811 860 
70 67 2479 821 869 
70 68 2482 833 880 
70 69 2484 840 885 
70 70 2485 847 892 
