100 1 100 100 607 
100 2 199 201 659 
100 3 297 234 717 
100 4 394 304 686 
100 5 490 326 718 
100 6 585 370 734 
100 7 679 397 673 
100 8 772 415 751 
100 9 864 425 766 
100 10 955 447 764 
100 11 1045 499 735 
100 12 1134 483 777 
100 13 1222 511 774 
100 14 1309 527 788 
100 15 1395 531 791 
100 16 1480 546 784 
100 17 1564 559 802 
100 18 1647 576 810 
100 19 1729 597 804 
100 20 1810 599 820 
100 21 1890 609 824 
100 22 1969 612 827 
100 23 2047 635 836 
100 24 2124 653 848 
100 25 2200 664 856 
100 26 2275 660 859 
100 27 2349 679 836 
100 28 2422 680 857 
100 29 2494 699 876 
100 30 2565 705 882 
100 31 2635 706 885 
100 32 2704 725 893 
100 33 2772 732 900 
100 34 2839 737 905 
100 35 2905 757 914 
100 36 2970 777 918 
100 37 3034 769 925 
100 38 3097 792 933 
100 39 3159 796 932 
100 40 3220 811 940 
100 41 3280 820 949 
100 42 3339 814 953 
100 43 3397 826 963 
100 44 3454 851 975 
100 45 3510 848 977 
100 46 3565 861 985 
100 47 3619 861 981 
100 48 3672 884 1000 
100 49 3724 888 1000 
100 50 3775 881 1008 
100 51 3825 903 1022 
100 52 3874 906 1025 
100 53 3922 926 1035 
100 54 3969 935 1045 
100 55 4015 937 1047 
100 56 4060 942 1053 
100 57 4104 951 1060 
100 58 4147 962 1064 
100 59 4189 973 1079 
100 60 4230 973 1080 
100 61 4270 986 1088 
100 62 4309 990 1093 
100 63 4347 1000 1104 
100 64 4384 1005 1108 
100 65 4420 1017 1119 
100 66 4455 1022 1122 
100 67 4489 1033 1124 
100 68 4522 1050 1145 
100 69 4554 1054 1147 
100 70 4585 1061 1150 
100 71 4615 1065 1158 
100 72 4644 1085 1175 
100 73 4672 1079 1163 
100 74 4699 1089 1176 
100 75 4725 1099 1185 
100 76 4750 1105 1187 
100 77 4774 1127 1208 
100 78 4797 1130 1211 
100 79 4819 1135 1213 
100 80 4840 1134 1209 
100 81 4860 1154 1235 
100 82 4879 1165 1245 
100 83 4897 1172 1249 
100 84 4914 1167 1246 
100 85 4930 1201 1273 
100 86 4945 1198 1274 
100 87 4959 1214 1284 
100 88 4972 1221 1294 
100 89 4984 1223 1293 
100 90 4995 1227 1300 
100 91 5005 1237 1307 
100 92 5014 1247 1316 
100 93 5022 1250 1320 
100 94 5029 1265 1334 
100 95 5035 1282 1351 
100 96 5040 1283 1351 
100 97 5044 1288 1356 
100 98 5047 1287 1355 
100 99 5049 1318 1385 
100 100 5050 1313 1380 
