80 1 80 80 524 
80 2 159 161 562 
80 3 237 178 569 
80 4 314 244 525 
80 5 390 268 562 
80 6 465 298 558 
80 7 539 314 541 
80 8 612 335 595 
80 9 684 366 567 
80 10 755 360 589 
80 11 825 382 606 
80 12 894 404 567 
80 13 962 413 602 
80 14 1029 434 593 
80 15 1095 430 621 
80 16 1160 446 634 
80 17 1224 460 635 
80 18 1287 469 636 
80 19 1349 482 641 
80 20 1410 492 651 
80 21 1470 507 655 
80 22 1529 508 663 
80 23 1587 524 667 
80 24 1644 536 670 
80 25 1700 544 681 
80 26 1755 542 688 
80 27 1809 570 698 
80 28 1862 573 703 
80 29 1914 570 707 
80 30 1965 593 719 
80 31 2015 588 716 
80 32 2064 599 706 
80 33 2112 611 732 
80 34 2159 622 740 
80 35 2205 634 745 
80 36 2250 644 751 
80 37 2294 654 760 
80 38 2337 664 770 
80 39 2379 671 773 
80 40 2420 680 773 
80 41 2460 688 778 
80 42 2499 700 795 
80 43 2537 702 798 
80 44 2574 711 798 
80 45 2610 715 810 
80 46 2645 732 820 
80 47 2679 728 815 
80 48 2712 739 828 
80 49 2744 751 836 
80 50 2775 763 847 
80 51 2805 773 854 
80 52 2834 777 860 
80 53 2862 787 867 
80 54 2889 801 876 
80 55 2915 800 881 
80 56 2940 800 880 
80 57 2964 811 890 
80 58 2987 817 897 
80 59 3009 826 902 
80 60 3030 837 914 
80 61 3050 838 917 
80 62 3069 846 922 
80 63 3087 853 930 
80 64 3104 866 942 
80 65 3120 876 951 
80 66 3135 882 956 
80 67 3149 884 954 
80 68 3162 897 968 
80 69 3174 911 981 
80 70 3185 920 990 
80 71 3195 928 996 
80 72 3204 937 1003 
80 73 3212 929 995 
80 74 3219 951 1015 
80 75 3225 957 1020 
80 76 3230 972 1035 
80 77 3234 977 1039 
80 78 3237 987 1049 
80 79 3239 995 1056 
80 80 3240 1000 1060 
