50 1 50 50 296 
50 2 99 101 240 
50 3 147 143 291 
50 4 194 155 306 
50 5 240 184 324 
50 6 285 197 322 
50 7 329 203 339 
50 8 372 217 338 
50 9 414 225 343 
50 10 455 239 352 
50 11 495 249 356 
50 12 534 266 358 
50 13 572 264 366 
50 14 609 282 371 
50 15 645 285 377 
50 16 680 293 374 
50 17 714 304 374 
50 18 747 316 387 
50 19 779 325 397 
50 20 810 327 403 
50 21 840 339 408 
50 22 869 356 410 
50 23 897 358 422 
50 24 924 364 426 
50 25 950 368 428 
50 26 975 386 441 
50 27 999 379 436 
50 28 1022 397 451 
50 29 1044 402 458 
50 30 1065 403 458 
50 31 1085 411 466 
50 32 1104 428 479 
50 33 1122 427 476 
50 34 1139 441 488 
50 35 1155 445 491 
50 36 1170 456 499 
50 37 1184 460 507 
50 38 1197 474 508 
50 39 1209 477 520 
50 40 1220 486 529 
50 41 1230 502 538 
50 42 1239 495 534 
50 43 1247 503 540 
50 44 1254 525 561 
50 45 1260 527 563 
50 46 1265 526 562 
50 47 1269 534 568 
50 48 1272 549 583 
50 49 1274 544 578 
50 50 1275 556 590 
