60 1 60 60 286 
60 2 119 121 404 
60 3 177 158 377 
60 4 234 185 406 
60 5 290 227 403 
60 6 345 206 399 
60 7 399 240 422 
60 8 452 256 409 
60 9 504 261 430 
60 10 555 269 433 
60 11 605 299 437 
60 12 654 320 413 
60 13 702 325 442 
60 14 749 322 443 
60 15 795 334 459 
60 16 840 348 466 
60 17 884 354 464 
60 18 927 370 456 
60 19 969 367 477 
60 20 1010 384 483 
60 21 1050 395 494 
60 22 1089 406 497 
60 23 1127 414 497 
60 24 1164 416 508 
60 25 1200 431 509 
60 26 1235 434 520 
60 27 1269 448 524 
60 28 1302 452 530 
60 29 1334 467 542 
60 30 1365 464 535 
60 31 1395 480 551 
60 32 1424 481 554 
60 33 1452 490 559 
60 34 1479 497 565 
60 35 1505 514 576 
60 36 1530 514 579 
60 37 1554 521 587 
60 38 1577 538 597 
60 39 1599 539 598 
60 40 1620 551 612 
60 41 1640 550 609 
60 42 1659 567 617 
60 43 1677 572 627 
60 44 1694 583 638 
60 45 1710 591 644 
60 46 1725 595 648 
60 47 1739 607 659 
60 48 1752 611 656 
60 49 1764 621 668 
60 50 1775 632 680 
60 51 1785 637 683 
60 52 1794 641 688 
60 53 1802 647 695 
60 54 1809 652 700 
60 55 1815 662 708 
60 56 1820 671 720 
60 57 1824 673 719 
60 58 1827 686 732 
60 59 1829 687 733 
60 60 1830 698 744 
