60 1 60 60 336 
60 2 119 61 376 
60 3 177 63 389 
60 4 234 65 406 
60 5 290 68 408 
60 6 345 71 415 
60 7 399 73 418 
60 8 452 75 412 
60 9 504 80 426 
60 10 555 82 429 
60 11 605 87 435 
60 12 654 87 436 
60 13 702 96 447 
60 14 749 97 446 
60 15 795 103 433 
60 16 840 106 460 
60 17 884 110 462 
60 18 927 114 469 
60 19 969 119 475 
60 20 1010 125 482 
60 21 1050 124 464 
60 22 1089 131 491 
60 23 1127 139 495 
60 24 1164 141 498 
60 25 1200 149 511 
60 26 1235 158 522 
60 27 1269 156 521 
60 28 1302 164 530 
60 29 1334 163 529 
60 30 1365 172 535 
60 31 1395 174 543 
60 32 1424 182 549 
60 33 1452 183 554 
60 34 1479 190 562 
60 35 1505 199 572 
60 36 1530 204 578 
60 37 1554 210 584 
60 38 1577 214 589 
60 39 1599 221 598 
60 40 1620 223 601 
60 41 1640 226 605 
60 42 1659 235 615 
60 43 1677 246 627 
60 44 1694 241 623 
60 45 1710 254 637 
60 46 1725 257 641 
60 47 1739 261 646 
60 48 1752 268 654 
60 49 1764 282 669 
60 50 1775 285 673 
60 51 1785 292 681 
60 52 1794 286 676 
60 53 1802 304 695 
60 54 1809 310 702 
60 55 1815 320 712 
60 56 1820 316 710 
60 57 1824 326 721 
60 58 1827 332 728 
60 59 1829 340 737 
60 60 1830 340 738 
