50 1 50 50 234 
50 2 99 51 254 
50 3 147 53 279 
50 4 194 54 277 
50 5 240 57 330 
50 6 285 60 331 
50 7 329 64 320 
50 8 372 67 338 
50 9 414 69 321 
50 10 455 71 349 
50 11 495 75 349 
50 12 534 81 361 
50 13 572 84 365 
50 14 609 90 372 
50 15 645 84 366 
50 16 680 95 372 
50 17 714 100 380 
50 18 747 103 384 
50 19 779 112 399 
50 20 810 109 396 
50 21 840 118 394 
50 22 869 117 407 
50 23 897 126 416 
50 24 924 132 421 
50 25 950 133 426 
50 26 975 146 439 
50 27 999 147 442 
50 28 1022 156 451 
50 29 1044 155 451 
50 30 1065 165 462 
50 31 1085 169 468 
50 32 1104 173 473 
50 33 1122 180 478 
50 34 1139 183 482 
50 35 1155 192 495 
50 36 1170 188 492 
50 37 1184 206 511 
50 38 1197 202 508 
50 39 1209 216 523 
50 40 1220 209 517 
50 41 1230 215 524 
50 42 1239 226 536 
50 43 1247 237 548 
50 44 1254 238 550 
50 45 1260 240 553 
50 46 1265 250 564 
50 47 1269 256 571 
50 48 1272 261 577 
50 49 1274 262 579 
50 50 1275 270 588 
