90 1 90 90 589 
90 2 179 91 637 
90 3 267 93 600 
90 4 354 95 639 
90 5 440 98 631 
90 6 525 101 623 
90 7 609 104 657 
90 8 692 106 646 
90 9 774 109 664 
90 10 855 114 672 
90 11 935 119 678 
90 12 1014 120 674 
90 13 1092 121 680 
90 14 1169 127 689 
90 15 1245 133 688 
90 16 1320 133 685 
90 17 1394 142 707 
90 18 1467 143 691 
90 19 1539 148 697 
90 20 1610 156 718 
90 21 1680 160 711 
90 22 1749 162 722 
90 23 1817 166 737 
90 24 1884 175 748 
90 25 1950 175 736 
90 26 2015 185 760 
90 27 2079 188 763 
90 28 2142 196 772 
90 29 2204 198 776 
90 30 2265 205 781 
90 31 2325 206 785 
90 32 2384 214 792 
90 33 2442 222 793 
90 34 2499 223 803 
90 35 2555 230 809 
90 36 2610 227 809 
90 37 2664 244 829 
90 38 2717 246 826 
90 39 2769 248 827 
90 40 2820 257 841 
90 41 2870 263 850 
90 42 2919 272 860 
90 43 2967 269 860 
90 44 3014 275 863 
90 45 3060 287 881 
90 46 3105 295 889 
90 47 3149 288 884 
90 48 3192 303 900 
90 49 3234 305 900 
90 50 3275 313 911 
90 51 3315 317 917 
90 52 3354 321 921 
90 53 3392 330 932 
90 54 3429 339 942 
90 55 3465 341 945 
90 56 3500 345 950 
90 57 3534 349 955 
90 58 3567 364 971 
90 59 3599 354 959 
90 60 3630 373 981 
90 61 3660 382 992 
90 62 3689 378 989 
90 63 3717 390 999 
90 64 3744 399 1012 
90 65 3770 406 1020 
90 66 3795 411 1026 
90 67 3819 419 1035 
90 68 3842 420 1037 
90 69 3864 433 1051 
90 70 3885 434 1053 
90 71 3905 442 1061 
90 72 3924 453 1074 
90 73 3942 460 1082 
90 74 3959 462 1085 
90 75 3975 466 1089 
90 76 3990 475 1100 
90 77 4004 476 1102 
90 78 4017 482 1109 
90 79 4029 486 1113 
90 80 4040 495 1124 
90 81 4050 503 1133 
90 82 4059 508 1139 
90 83 4067 517 1149 
90 84 4074 529 1162 
90 85 4080 533 1167 
90 86 4085 531 1166 
90 87 4089 546 1182 
90 88 4092 546 1183 
90 89 4094 555 1193 
90 90 4095 571 1210 
