40 1 40 40 185 
40 2 79 41 251 
40 3 117 42 239 
40 4 154 45 235 
40 5 190 47 260 
40 6 225 50 238 
40 7 259 53 271 
40 8 292 56 275 
40 9 324 60 275 
40 10 355 63 279 
40 11 385 66 277 
40 12 414 73 281 
40 13 442 75 292 
40 14 469 79 293 
40 15 495 80 295 
40 16 520 85 312 
40 17 544 87 308 
40 18 567 98 324 
40 19 589 97 326 
40 20 610 101 332 
40 21 630 109 341 
40 22 649 114 347 
40 23 667 117 351 
40 24 684 122 357 
40 25 700 131 367 
40 26 715 133 370 
40 27 729 125 360 
40 28 742 141 379 
40 29 754 146 383 
40 30 765 153 393 
40 31 775 164 406 
40 32 784 161 404 
40 33 792 165 409 
40 34 799 173 418 
40 35 805 178 424 
40 36 810 183 430 
40 37 814 188 436 
40 38 817 198 447 
40 39 819 204 454 
40 40 820 209 460 
